Business Id,Reviewer Name,Rating,Text,Time Created
vbGqzhH_exG5HOG1I23kvg,Sarah H.,5,"All I have to say is Bravo!!!! Ordered delivery and it was on time and the food was OUTSTANDING. Chicken parm, linguine and clams , baked clams and fried...",2020-05-21
3P8hb1ZOCA8IjEGfqpSpxg,E M B.,5,"Beautiful COVID-19 setup outside, twinkling lights and quintessential UES ambiance. The chicken is the best you'll have. The pasta tastes like it was rolled...",2020-10-22
3P8hb1ZOCA8IjEGfqpSpxg,Lindsay G.,5,Really amazing food and service. It's pricey but very worth the splurge. Highly recommend the veal Milanese.  The Covid precautions are excellent; tables...,2020-10-11
3P8hb1ZOCA8IjEGfqpSpxg,Gen T.,5,Such a cute little Italian spot on the corner! My Roomates and I pass this place all the time and was finally able to try it. The service is impeccable!...,2021-02-18
eODPY5rejL6CYvN4DEqwrg,Sephra E.,5,"The food is amazing! Great pasta dishes

I ordered takeout and the food was delivered early and was still warm",2020-09-02
eODPY5rejL6CYvN4DEqwrg,Biana G.,5,Delicious delivery during these crazy times! We were craving a good Italian meal while in quarantine and Nostro was perfect. For appetizers we had the...,2020-04-22
eODPY5rejL6CYvN4DEqwrg,Lou C.,5,In this time of COVID-19... Nostro is a welcomed treat .... delicious and fresh food.i had the chicken masala and garlic and olive oil spaghetti ! Excellent...,2020-08-22
nVtJOWn3XlL6MSZ-YnU6iA,Helen C.,5,"Ahh little taste of Italy in Williamsburg. 

Came out for an anniversary dinner. We were a pretty early reservation as we like to be in bed by 8 (kidding....",2020-11-11
nVtJOWn3XlL6MSZ-YnU6iA,Nichole M.,4,"The first thing I find myself asking about restaurants these days, due to COVID restrictions, is if it's warm there. Their ""outdoor"" seating is an enclosed...",2021-01-22
nVtJOWn3XlL6MSZ-YnU6iA,Yunyue W.,5,This place saved my life as a working mom with a toddler who is an incredibly picky eater. But let me tell you - the kiddo would refuse three dishes that I...,2021-01-30
o2SAcKbfOMkA71xUfyee6Q,Madison M.,5,Such a great Italian restaurant in the heart of Midtown. The ambience was romantic and what you would expect for a nice dinner out. The staff and servers...,2021-01-12
o2SAcKbfOMkA71xUfyee6Q,Wesleyan T.,5,"Jesus - helper 
 Best waiter : Wilson 
Nina at coat check 
All three of these people were the best - top notch service! 

I would not come back though. The...",2020-05-22
o2SAcKbfOMkA71xUfyee6Q,Cynthia A.,4,Very good traditional Italian restaurant. My husband's been here with buddies who grew up coming here. Tried the scungilli ( not sure about the spelling )...,2020-02-27
xKIv_b2L2pUHmsoJ-xOepg,Patrick O.,5,"Great food, nice ambiance, and wonderful service.  It was so nice to have an intimate dining experience durning a global pandemic. Ben was our main server...",2020-11-27
xKIv_b2L2pUHmsoJ-xOepg,Albert B.,5,"This is a hidden gem in Tribeca! We ordered (for curbside pickup) the snapper, which was just was just perfect and the orecchiette, recommended by a friend...",2020-06-10
xKIv_b2L2pUHmsoJ-xOepg,Kelly O.,5,Our original wedding plans were canceled due to Covid but my now husband and I still wanted to get married civilly and have a small lunch with our family....,2020-10-01
Q1_UvNyONsaVS_VC1mD9Dw,Gab G.,4,"Osteria Cotta is a solid Italian spot on the UWS. I ordered takeout and had a great experience. Meatballs and margherita pizza were both good, and the...",2020-12-16
Q1_UvNyONsaVS_VC1mD9Dw,Mahsa N.,4,"We wanted to go for outdoor dining given the current COVID situation and ended up picking this place. We had a lovely experience, great service and place...",2020-10-26
Q1_UvNyONsaVS_VC1mD9Dw,vivian t.,5,"I've been here previously on a date and we sat at the bar to have a drink while we waited for the live music next door at prohibition -- pre-covid times.

I...",2020-08-14
3D6UAhoKnF3A03rX_v5ngA,Craig R.,4,"Great vibe and ambiance. Was seated downstairs which was really nice, private and intimate despite having the space for some small to medium-sized...",2020-11-02
3D6UAhoKnF3A03rX_v5ngA,Catherine C.,4,I got the squid ink pasta and steak. The pasta only had one piece of seafood in it so it felt a bit plain but the steak was great!,2021-02-14
3D6UAhoKnF3A03rX_v5ngA,Abigail S.,4,"This is a cozy LES Italian spot, not of the kitschy red sauce and meatballs as big as a small child variety, but more subtle and seasonal--delicate...",2019-08-28
QObHX0yR6zd0WfksRDbJTA,Hannah K.,5,Went there a few months ago (before the pandemic shut everything down) and I'm STILL thinking about how amazing their pasta was! I had the unlimited pasta...,2020-09-26
QObHX0yR6zd0WfksRDbJTA,Anushka J.,4,"This little Italian place is a delight for for pasta lovers with their all u can eat pasta .... And the anti pasti served with it. 

For $25 this is a...",2020-02-16
QObHX0yR6zd0WfksRDbJTA,Winny L.,4,Came here with a big group to celebrate a friend's birthday. Overall service and food were good. Staff was friendly and attentive. When you check in and...,2020-01-19
MCnexHfsclcOpLHS4_2U0A,Darko D.,5,I love this Italian restaurant. Very nice place and very professional and kind staff. One of the rare places in town where service is not lacking during...,2020-12-05
MCnexHfsclcOpLHS4_2U0A,Ashley L.,5,Love this place! Wonderful food and service. It is situated on a cute block in SOHO with a view of the Freedom Tower perfectly framed from their outside...,2020-09-06
MCnexHfsclcOpLHS4_2U0A,Martha L.,5,This place has a great COVID dining set up with the plastic partitions and heaters. Also there's a built floor so you're not dining in the gutter. The...,2020-11-20
YFvF4r2D-wJOgJAOvanaZQ,Sonachi A.,5,This meal was sooooo yummy. My friend treated me to Luzzo's and ordered us both gnocchi. We both had our stuffed with cheese and chose the crab sauce...,2020-08-04
YFvF4r2D-wJOgJAOvanaZQ,Steph A.,5,Wow! The food coupled with the customer service made this an amazing experience. Our waiter was very friendly and concerned about our comfort especially...,2020-12-10
YFvF4r2D-wJOgJAOvanaZQ,Salvatore C.,5,Heard good things about this spot. My party did not have a reservation but they were kindly able to fit us in. The restaurant was very safe to eat at in...,2020-10-20
idxD3X7WfLFPZMoFnCRIQQ,Ellie C.,5,Been going here for so many years true favorite. Best is their amazing special pasts with red sauce and peas. Nothing short of fabulous. They are so nice...,2019-10-06
idxD3X7WfLFPZMoFnCRIQQ,Jianwei G.,1,"Went there for restaurant week. 

I have been to 5 restaurants in restaurant week. 

This is the only one that I didn't finish any course.

My friend only...",2020-02-03
idxD3X7WfLFPZMoFnCRIQQ,Laurie V.,5,"Loved everything about it. My friend Erika is ""the happiest customer"" they've ever had. So cheerful and full of joy, so the Manager made sure we got a...",2019-06-20
JLpEKUYAtzBRQwsUL3RPIA,Beth C.,5,"Wonderful evening, service was excellent and food was fabulous-our waiter highly recommended the short rib ragu special and credit to him, it was...",2020-10-18
JLpEKUYAtzBRQwsUL3RPIA,Isabela M.,5,Had a wonderful experience here during COVID 19. We ordered the lasagna and the pappardelle special and both were delicious! The staff couldn't have been...,2020-10-11
JLpEKUYAtzBRQwsUL3RPIA,Vanessa D.,5,A warm and friendly welcome with fantastic service and food selection. The menu offers a wide variety of delicious and mouth-watering starters followed by...,2020-09-05
St8a2de1vfyCxwIySBUWbA,Kathy X.,4,I discovered this Italian restaurant {only a few blocks away from home} when a few friends who came over ordered delivery from here. Although I didn't get...,2020-12-05
St8a2de1vfyCxwIySBUWbA,Courtney G.,5,SO good. My boyfriend and I ordered from here for our Valentine's Day dinner and it was the best Italian delivery I've gotten in ... Idk how long. They also...,2021-02-15
St8a2de1vfyCxwIySBUWbA,Turandot Y.,5,"Ordered pizza on their website for takeout, so good and fast! Their crust is thin and the dough addictively chewy. The Margherita is a classic taste, and...",2020-04-07
clOFor0bFSjse7EUfdRacg,jorge v.,5,"Faro is my favorite restaurant in New York. Since my (now) wife and I's first meal here in 2015, we have been consistently delighted by the quality of...",2020-11-26
clOFor0bFSjse7EUfdRacg,Melissa R.,5,"Christmas Eve dinner at Faro Last Year - very creative menu with 6 courses featuring different kinds of ""fish"". Well balanced menu with a very strong start....",2020-12-21
clOFor0bFSjse7EUfdRacg,Chernel H.,4,"Ordered on seamless on NYE. ordered the pasta kit and the burger. The pasta kit was easy, just boiled the pasta for 5 minutes and mixed in the ragu in a pot...",2021-01-05
LXdblKc5g1Dp17xiV-Am1w,Robert C.,4,"May 12, 2019 and we have tickets to the show ""Chicago"" in mid town Manhattan, but no place to eat out for lunch.  We check our Hilton Elevated Rewards guide...",2020-05-11
LXdblKc5g1Dp17xiV-Am1w,Anthony L.,5,"Ok, let's just say that this restaurant goes on my top 3! A hip and beautifully decorated museum art kinda feel across the street from Carnegie Hall in NYC....",2020-02-12
LXdblKc5g1Dp17xiV-Am1w,Ben A.,5,"Their Veal Chop Parm with an Old Fashioned is my #1 dish at any restaurant on the globe.  I have gotten to experience this meal 3 times in my life, the most...",2019-12-22
gls8Eii-vgwKScOCNQWz9w,Pamela V.,5,"One of my favorite spots in the neighborhood. Great people and delicious food. My go-to is the Yako sandwich (chicken cutlet, red peppers, mozzarella). They...",2020-05-09
gls8Eii-vgwKScOCNQWz9w,Alex F.,5,"I love this local gem!! THEY'RE OPEN if you need some genuine, fresh & hot italian food this is the place for you. Perfect place to go during the pandemic...",2020-05-03
gls8Eii-vgwKScOCNQWz9w,Freddy G.,5,"This is an amazing place to get together with a buddy sit down and catch up over some good solid food and a beer. That is exactly what we did!

The owner...",2020-10-26
skLDCHQcmivdGx5Qd_qBIA,Ellyn M.,5,Got takeout here for the first time last night and must say...we've been missing out! Pastas were on point (some stuffed squash pasta with butter and...,2021-01-09
skLDCHQcmivdGx5Qd_qBIA,Marios K.,4,"Ok quality. A bit overpriced i have to say as they don't follow the authentic Italian recipes. 

For that part of the town it's a good Italian place. I'd...",2020-12-31
skLDCHQcmivdGx5Qd_qBIA,Jasmine L.,5,"Il Passatore is the perfect spot for a pleasant date or solo ""treat yourself"" night. From the fresh ingredients in the caprese, to the creamy truffle sauce...",2021-01-30
NqYET0OyJKGfm9dJG8iDcg,Premlata P.,5,"Loved this place! 

Food was excellent. Fresh and high quality ingredients including the seafood. 

Outdoor seating was cozy and comfortable.

Service was...",2020-09-06
NqYET0OyJKGfm9dJG8iDcg,Robin W.,5,"Flashback Friday 
Reminiscing about the lovely double burrata birthday dinner at Piccola Cucina Enoteca. Its an itty bitty restaurant perfectly suited for...",2020-07-17
NqYET0OyJKGfm9dJG8iDcg,Marissa S.,5,"It's not fair that NYC is swarmed with fantastic Italian neighborhood trattorias and I'm not talking about Little Italy per say, they're everywhere. This,...",2020-04-06
5pRxCYQppSq0czjFDN9X3Q,Ofelia E.,4,"Went here on NYE. Service was pretty slow at first, took 30 minutes after being seated to finally get our drinks order taken and be given menus. I could see...",2021-01-04
5pRxCYQppSq0czjFDN9X3Q,Claudia P.,5,"I went to Campagnola last Saturday for dinner and I'm glad I did, what a great place!
My experience was very pleasant in every aspect, the staff was very...",2020-08-24
5pRxCYQppSq0czjFDN9X3Q,Kelly D.,1,"What a complete red sauce dump this place has become.  

No social distancing and the have simply doubled their reservation size by adding out door tables....",2020-12-05
-58--bg-KKUNArp18U4llA,Nicole L.,5,Last night was our first time trying da Umberto and it's easily one of the best spots we've tried in a while! The service was fantastic and everything we...,2021-01-14
-58--bg-KKUNArp18U4llA,Olivia G.,5,"Lovely service, food and atmosphere. Really nice to have white tablecloth service during covid. The servers and managers were kind and helpful. Helpful with...",2020-09-26
-58--bg-KKUNArp18U4llA,Crandall W.,5,"(this review has nothing to do with the restaurant but moreso for the kindness of the business owner's actions)

Thanks for helping Sarah Dietchy from her...",2020-12-06
cRUuiiEW7F0uqtgSG-sKCg,Masaya H.,5,"First time leaving a review and it's all because i can't get Mama Maria's out of my mind. Great atmosphere, great food, great people. Specials always...",2020-10-11
cRUuiiEW7F0uqtgSG-sKCg,Julian L.,5,This has always been one of my favourite places to eat in New York even though it's in Brooklyn... Ever since I saw that heartbreaking episode of kitchen...,2020-05-13
cRUuiiEW7F0uqtgSG-sKCg,Shayda A.,2,"I have to say, I was really let down by this restaurant.... I am always really hesitant to write negative yelp reviews because I know everyone needs to make...",2019-06-21
C8Ctyq7pXOPESK8cz_X2CA,Elizabeth P.,5,"I LOVE this place!  Celebrating my birthday with my friends, this was the perfect spot.  Everyone is so friendly!  The food is delicious.  We all enjoyed...",2020-08-29
C8Ctyq7pXOPESK8cz_X2CA,Stephany I.,1,Definitely review never lies... but this place deserve less stars. Almost 30 minutes to take our drink and food orders. And my plate looked good but taste...,2020-08-31
C8Ctyq7pXOPESK8cz_X2CA,Natasha G.,2,"There should definitely be a distinction between Italian-American and Italian restaurants in the city, as they are entirely different sorts of...",2019-11-08
2Ga76-_btMgRTcHPy7kAUg,Maggie R.,4,"First time ordering from Ortobello after hearing raves from friends who grew up in the area. We were told we had to order the chicken parmesan, and we...",2020-12-05
2Ga76-_btMgRTcHPy7kAUg,J B.,5,Drove there from Manhattan to pick up tonight- totally worth it!! Everything was amazing.,2021-01-16
2Ga76-_btMgRTcHPy7kAUg,Joseph C.,5,"Great food, huge portions, good service. Will be bacK. 
Great food, huge portions, good service. Will be bacK.",2021-02-17
yQ7K4uFnxXxpBVbnOSR8kA,Gary P.,4,"Visiting the upper west side and was looking for a quality Italian dinner and stumbled on to Polpette 71.
What a find !! Lu was running the show for her...",2020-09-09
yQ7K4uFnxXxpBVbnOSR8kA,kathryn r.,5,"ugh, i love this place. the owners are SO nice, the food is awesome, I love the outdoor garden in the summer. best mozzarella sticks on the UWS by far. I...",2020-12-21
yQ7K4uFnxXxpBVbnOSR8kA,Adam N.,5,Stopped in late on a Saturday night with a group of 8 people.  This was pretty much the only spot in the neighborhood that was willing to serve us so late...,2020-12-06
26emJlm1YMFyOCezfgVk4g,Celina S.,5,"This is one of the best Italian restaurants I have been to in the city! Very authentic and fresh homemade Italian cuisine. There are new specials every day,...",2020-10-09
26emJlm1YMFyOCezfgVk4g,Cassandra S.,5,"I had a beautiful evening at Da Raffaele!

It was so heartwarming to be here again!

Chef Raffaele served an exquisite baby artichoke salad with shaved...",2020-09-28
26emJlm1YMFyOCezfgVk4g,Michelle M.,5,"Da Raffaele is unbelievable. It is nice place. I am very glad that we got Cannoli, this was one of their very best dishes, really flavorful and delicious....",2021-01-18
f_1BjTChf6bobreSRpqhsw,Alan. B.,5,Wow. Tried Arco tonight for the first time. Fantastic. Tasty fresh Italian food served in substantial portions. Also ordered some uncooked pasta we will try...,2021-02-12
f_1BjTChf6bobreSRpqhsw,Emily F.,5,"Whether it's takeout or dine-in, Arco always delivers! The pastas are all made in house and you can even purchase them to make at home. The gnocchi rivals...",2020-12-04
f_1BjTChf6bobreSRpqhsw,H T.,5,"Delivery is always delicious. I haven't had a pasta I haven't loved!  And ""before Covid"" we enjoyed dining in as the staff are warm & attentive.",2020-12-04
I0i9YzRBQn6MKIUFIHpeBQ,Kime M.,5,Great food. The meat ball sandwich is to die for for meatball lovers. The sandwiches are huge.,2020-11-21
I0i9YzRBQn6MKIUFIHpeBQ,Dana B.,5,Meat ball sandwiches were delicious. Employees are great too. Stop by if you're around!,2020-10-24
I0i9YzRBQn6MKIUFIHpeBQ,Paul H.,1,On Friday last week I returned to Park Italian Gourmet for lunch thinking I'd give them another chance because they do seem to draw a lunch crowd. Once...,2019-06-16
Ry9w-jFALWYhazi6jjyIKw,Nicole M.,5,"Just had THE BEST dinner here in the middle of this insane pandemic time.  Shared the fish, chicken dish, escarole salad, and a cocktail.  Everything was...",2020-12-19
Ry9w-jFALWYhazi6jjyIKw,Wyner C.,5,Outdoor seating during covid. Homemade pasta was ah-mazing.  Great meal and def would come back. Great service and food,2020-12-15
Ry9w-jFALWYhazi6jjyIKw,Jenna M.,5,"Oh wow, my favorite caviar experience! I've never been drawn to Rucola before but quarantine made me bored of my own cooking.

We ordered the...",2020-08-19
kIm0oeOaVfC9-2flLPVklA,Semina B.,5,"Dine in experience pre-covid. Again, Instagram never lets me down. What really got me to visit Patrizia's was the star shaped pizza (silly, I know)....",2020-04-30
kIm0oeOaVfC9-2flLPVklA,Jennifer S.,5,I've only gotten pizza delivery here and it is always very good. My favorite in the area.,2021-01-30
kIm0oeOaVfC9-2flLPVklA,Jane S.,5,"We were excited to eat out when the outdoor seating was available. Service was amazing, covid precautions properly applied. The food was great! The stella...",2020-09-06
yB4ziqFM_7V8JxJas7CHfA,Jennie B.,4,"[restaurant week takeout]

Both the bolognese and pesto pastas were delicious, the pesto was very homemade and nutty. If I had to pick, I preferred the...",2021-02-17
yB4ziqFM_7V8JxJas7CHfA,Liz C.,4,"***Friendly service, Delicious food, Concerns with COVID safety***

I came here with a friend for outdoor dining. It's a narrow street so there really isn't...",2020-12-03
yB4ziqFM_7V8JxJas7CHfA,Marie H.,5,It was a very good experience having dinner here with my friends. The waiters are very attentive about our needs and very friendly. The food were also quite...,2020-11-30
qrcu1K6f8WGMODdq_A8unw,Claude J.,5,Went to Volare Rest. for a birthday celebration. Family style food. Had the delicious lasagna and the clams mmmmmm. Friendly staff and drink pour...,2020-12-02
qrcu1K6f8WGMODdq_A8unw,Ron C.,5,I absolutely love this place. Literally one the best Italian restaurants I've ever been to on this side of the ocean. Outstanding place to go with friends...,2020-10-20
qrcu1K6f8WGMODdq_A8unw,Jim B.,4,"One chilly Wednesday my friend and I were discussing where to have dinner. We decided to try Volare. (I'd recommend making reservation.)
Resturant space was...",2019-11-21
w0YkRy2gsr0znrM7ojZtTw,G L.,5,"It was my first time Scottadito. I actually found this 
place on yelp (as most of the places I look for). I Was 
greeted immediately with my date and was...",2021-01-24
w0YkRy2gsr0znrM7ojZtTw,Jeff T.,5,Even during Covid and dining outside in 40 degree weather I have to give them 5 stars. Food was excellent. Buratta was spot on. Great presentation and...,2021-01-17
w0YkRy2gsr0znrM7ojZtTw,Carolyn C.,5,"Had a lovely bottomless brunch here! It was street side under a tent and heat lamps (a great warm feature given its December), and the waiter Arthur was...",2020-12-12
d15lwNLOlLSeaAYqPadntw,Allison R.,5,"Absolutely love this gem. Sam's Place is an authentic, old school Italian spot, with all the charm. Been coming here for years, but recently came for...",2021-02-15
d15lwNLOlLSeaAYqPadntw,Maggie V.,5,We came to Sam's Place for the first time for our first outdoor dining experience during quarantine and had a wonderful experience! We started with the...,2020-07-02
d15lwNLOlLSeaAYqPadntw,Thomas C.,5,"Wow! So happy to start my New Year dining experience at such a great establishment. All around a fantastic experience.

I made a reservation on Google...",2021-01-05
JrJRfpGicISz_Gt9LkPMvw,Joey C.,5,"I didn't know much about Belli, but when they were open for take-out during the pandemic when most of the restaurants in my neighborhood were closed, we...",2020-04-12
JrJRfpGicISz_Gt9LkPMvw,Zhenia Y.,5,"Belli Osteria is hands down the best spot in town. Quality food, consistency, great specials, excellent service and deliciousness in every bite. My partner...",2020-07-31
JrJRfpGicISz_Gt9LkPMvw,Sophia G.,5,"I was there with my family celebrating my brother's birthday. The staff was very friendly and the food was delish. I has the black pasta OMG, best thing...",2020-11-15
eAvP3Q0NCpJs9U0X1pEf-A,Christine O.,5,Such a perfect date night! Sitting outside gave us a beautiful view. The staff was very friendly & attentive to our needs. Food was timed well &...,2020-10-11
eAvP3Q0NCpJs9U0X1pEf-A,Truc N.,2,I was really craving handmade pasta and deferred to my brother for suggestions in Brooklyn. He recommended checking a place in Fort Greene he was meaning to...,2019-05-28
eAvP3Q0NCpJs9U0X1pEf-A,Jeff T.,4,"Dined here before going to BAM. I have mixed feelings, but mostly positive. Service was a little disjointed. Server first came over and asked us about...",2019-10-06
gyWc5qJRvu26LVQIShdR4Q,Eun L.,5,Outdoor dining is limited but their pick up and delivery service was excellent. Food was also delicious; the St Nic pizza and trennete pasta is always a...,2020-09-03
gyWc5qJRvu26LVQIShdR4Q,Adrian D.,5,"So good!!! 

We ordered the St. Nic pie and it was delicious. Perfect amount of cheese, great crust. 

Props for them being open during the pandemic and...",2020-05-26
gyWc5qJRvu26LVQIShdR4Q,Bar M.,5,"It is consistently excellent. Obviously haven't dined in recently, but when we were able to we always enjoyed it and found the service exactly what you'd...",2020-05-13
yETcEIV9G7qxdwPdbivCmQ,Melanie D.,5,"This place has my heart, been here multiple times and the food, service and love in the air feels so strong. My favorite gnocchi of all time is here, the...",2020-10-21
yETcEIV9G7qxdwPdbivCmQ,Badeel J.,1,Extremely disappointed. Piccola Venezia takes creativity and art out of cooking and serves you something so basic that you can probably make a better...,2020-11-14
yETcEIV9G7qxdwPdbivCmQ,Sonia P.,4,"Great place, delicious food, excellent service. I waited a long time to come here , it was a quiet Thursday night.They took our temperature before we walked...",2020-11-12
V0zC3awsklyxC0GFzmaTLg,Jessica M.,5,I love this place so much. The owner was incredibly sweet and the food was AMAZING. Great price and great service. I was having such a rough day and the...,2020-11-09
V0zC3awsklyxC0GFzmaTLg,Yosef A.,5,"I walked into Sfilatino hungry, cold, looking to get a nice hot Italian sandwich. The menu features so many items on it I was a bit overwhelmed. After...",2020-11-18
V0zC3awsklyxC0GFzmaTLg,Joelle P.,5,"Took me a while to narrow it down because everything looked great.  My sandwich, the Genova, was perfectly balanced flavors of heat and savory, and tasted...",2020-08-18
WyyJAcQwfOxKPLgIYetSKA,Colin S.,5,"Love this place! My wife and I started going years ago to the location in Upper Manhattan, and then we moved to Brooklyn and have frequented this location...",2020-09-04
WyyJAcQwfOxKPLgIYetSKA,Anna Z.,5,"I have always loved this place and thought of it as a neighborhood staple and I love them even more now ! 

The food came promptly and it was so delicious....",2020-04-05
WyyJAcQwfOxKPLgIYetSKA,Marvin B.,4,"This may seem a strange rating because, in truth, I did not enjoy my meal. However, I want to be fair to this restaurant, especially during these difficult...",2020-07-28
gjZpcE-X4zQOEqWQPelLgg,Erin H.,5,"What a gem.. not sure how this was my first time at Max...my husband and I live in the area and wanted to try a new restaurant...I looked at the menu, read...",2020-10-25
gjZpcE-X4zQOEqWQPelLgg,Sabrina P.,4,Came here on a Thursday night with a reservation. The service was pretty timely and friendly. The Cabernet wine tasted pretty good and I thought my pasta...,2020-01-16
gjZpcE-X4zQOEqWQPelLgg,Joe M.,3,My brother raves about this place but I was definitely not impressed by the ambiance nor the food. It's not a big space so can see it filling up. Location...,2020-02-23
JBthOvTegHbrLDiVaCAy5Q,Michael V.,5,I've walked past here a number of times and decided to get take out this evening. Food comes out relatively quickly and packed well in large cylinder...,2020-08-16
JBthOvTegHbrLDiVaCAy5Q,Aarti G.,5,This was a great take out pasta place. The prices are reasonable and the food is really good. The puttanesca tasted very garlicky which is what I like. It's...,2020-10-22
JBthOvTegHbrLDiVaCAy5Q,Heather R.,5,I love this place. The pasta is so fresh and amazing. I typically order delivery or pick it up. Ignore what people say about the portions. The to go...,2020-07-19
lQ87D3INFtCoGAuo715_jw,Kelsey I.,5,I love this restaurant! I have been looking for a solid casual Italian restaurant with homemade pasta for months and this is it. Every dish we had was fresh...,2020-12-04
lQ87D3INFtCoGAuo715_jw,Cristina G.,4,"Came here to dine-in pre-COVID and I have to say, the ambiance is everything. I love how bright and inviting the decor is. They really hit the nail on the...",2020-08-19
lQ87D3INFtCoGAuo715_jw,Jennifer D.,4,Cozy Neapolitan spot on Smith! The nautical decor and upbeat Italian tunes are bright and welcoming. We stopped by for a late lunch and found a table...,2019-11-17
l7OsDvMOO3ji3fg0nT0QzA,Sarah M.,4,"In more normal times, Tony's is a great place to go when you have a big group and need a party room or a family style meal. It is a friendly atmosphere and...",2020-12-18
l7OsDvMOO3ji3fg0nT0QzA,Georgia P.,5,Love this place. Not sure what is better the service or the food! Both are absolutely incredible. This is my go-to restaurant. I highly recommend the...,2021-02-15
l7OsDvMOO3ji3fg0nT0QzA,Melanie D.,5,So lets get straight to the point here - order the chicken francese and meatballs. Everything is family style and damn delicious too. If my appetite was...,2020-09-19
3uyBZNbDk2vRFBBWZOdIUA,Karen M.,4,"We had heard a lot about the Little Italy on Arthur Avenue so with the help of Google, we decided to stop by Dominick's before heading to the glow show at...",2020-11-29
3uyBZNbDk2vRFBBWZOdIUA,Todd E.,5,"Pickup to-go today. As always, a home run. Charlie runs a great restaurant. Thank you again.",2020-11-22
3uyBZNbDk2vRFBBWZOdIUA,Pat S.,5,"On October 3rd, we celebrated our 50th year anniversary.  Having not gone out because of the pandemic, I called Dominick's and was happily surprised they...",2020-10-05
ieoPAi6nbdEkrwv4vGVSwg,Andy B.,5,"Very good restaurant, clean and food is delicious... staff is excellent and hospitable, also one of the few places during COVID you can dine outdoor and...",2021-02-06
ieoPAi6nbdEkrwv4vGVSwg,Karin R.,5,I've enjoyed each and every experience I've had here over the past year and a half. Whether it was wine and mussels or a full out date night complete with...,2021-01-12
ieoPAi6nbdEkrwv4vGVSwg,Amanda S.,5,Stumbled upon this spot walking on 30th because they had outdoor dining . Covid safe. Took temperatures and made us fill out a paper . The outdoor patio had...,2021-01-02
hVqZ4vihjL1gFTD-KdX-Tw,ladybug l.,5,Were feeling homesick for Italy so we tried this restaurant and we were not disappointed!  Great authentic food and super service--had a very relaxed and...,2020-12-27
hVqZ4vihjL1gFTD-KdX-Tw,Alison Z.,5,An amazing old school authentic Italian spot.  Perfect for family or dates. I love to get the orecchiette pasta! Cozy for winter.,2020-11-01
hVqZ4vihjL1gFTD-KdX-Tw,Madi F.,4,"Solid Old School Italian joint.  Cash only, and the ATM across the street gives only $10s so we paid with basically 27 $10s. Pretty hilarious, curious what...",2019-10-02
T-RXDLq_VEv7s1_SooYIYQ,Syd R.,5,"This was the first outdoor dining we've done in the winter/ cold during covid and Osteria 57 did an amazing job! 
We were a party of four and with two dogs...",2021-01-05
T-RXDLq_VEv7s1_SooYIYQ,Denisse R.,5,"so if i could i would give this restaurant a 10 star, let me explain to ya why. So, as i came here for Valentines day i called the restaurant and Marie was...",2021-02-14
T-RXDLq_VEv7s1_SooYIYQ,Natalie K.,5,I'm ashamed to say I hadn't heard of Osteria 57 before lockdown ensued. A Bravo cast member that I follow on IG had posted early on in quarantine asking for...,2020-05-09
jj_SCEzBi_CdZWMTjTwf_Q,Sarah R.,5,Monte's is a true gem. It's on a fairly residential block between two populated avenues which allows you to hear yourself if you're using their outdoor...,2020-10-30
jj_SCEzBi_CdZWMTjTwf_Q,Miriam P.,5,"Such a gem. We loved everything about this place! They have fantastic outdoor seating (COVID-appropriate), excellent service and the food is outstanding. We...",2020-09-01
jj_SCEzBi_CdZWMTjTwf_Q,Vignesh T.,3,"This place was pretty underwhelming. I got the gnocchi but it wasn't as savory as I had hoped, and the cheese just felt like it was melted in the microwave....",2020-09-19
goqTQ4tOD-asC_ZJBW9l7w,Carl L.,5,"Patsy's Italian restaurant

Had a terrific meal at Patsys the chicken marsala and wine were terrific. 
When they said their tiramisu was one of the best in...",2020-12-04
goqTQ4tOD-asC_ZJBW9l7w,AL A.,5,Last night Sal Scognomillo the owner of Patsy's appeared on the Ingraham Angle. Sal showed what a true first class gentleman he is. He exhibited...,2020-12-31
goqTQ4tOD-asC_ZJBW9l7w,Joe D.,5,"This is Sinatra's old go to spot.  Food is excellent, family owned and it's New York City landmark.  Time to open the restaurants up.  Great Italian here.",2021-01-29
U8Ljrx-w5otdMZNFhw5piw,anne m.,5,"Ivan and Jose are amazing waiters!! So pleasant, friendly and attentive and provided excellent service! They knew the menu well and made great recs! 

And,...",2020-11-04
U8Ljrx-w5otdMZNFhw5piw,Kristen C.,5,"Consistently amazing food. I've eaten at the restaurant and order take out. My go-to is the eggplant appetizer, and I'm extremely picky with my eggplant....",2020-06-09
U8Ljrx-w5otdMZNFhw5piw,Katherine E.,4,"Amazing food especially there pizzas. I've never actually eaten in the restaurant but have ordered take out many times and I am never disappointed. Also, it...",2020-06-27
cyLw0vW5MrsF35-A6Dy03w,Emily P.,5,"I've had my eye on Saggio for months and wasn't able to seize the opportunity to eat here in person when the indoor dining ban was lifted. So last night, I...",2021-01-10
cyLw0vW5MrsF35-A6Dy03w,Anasofia T.,5,"I have heard great things about this restaurant but never got around to trying it & then Covid hit...

Despite my nerves about eating out I decided to test...",2020-07-10
cyLw0vW5MrsF35-A6Dy03w,Joe O.,4,"Our first date and first dinner out since the pandemic hit earlier this year and it was glorious. From the quaint, cozy huts they created, to the...",2020-12-13
